,Data Source,World Development Indicators,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
145,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.78682926829268,70.03243902439026,69.43048780487804,69.8290243902439,71.02804878048782,70.72658536585368,70.70731707317073,70.3939024390244,70.04292682926831,69.7968292682927,69.83536585365856,70.16463414634147,69.87878048780489,69.81341463414635,69.7409756097561,68.92536585365855,69.0478048780488,69.10463414634147,68.98780487804879,68.49560975609756,68.80853658536586,68.78634146341464,69.32829268292684,69.11902439024392,69.1629268292683,69.29146341463417,70.62243902439026,70.6929268292683,70.61536585365855,70.15536585365855,69.27317073170732,69.03243902439026,68.3960975609756,66.72268292682926,65.66439024390246,66.39121951219514,68.77658536585368,69.34926829268294,69.01219512195122,69.7429268292683,70.31463414634148,70.7609756097561,70.96097560975612,71.2658536585366,72.02682926829269,71.35609756097561,70.8658536585366,71.01951219512196,72.41951219512197,73.08048780487806,73.4829268292683,73.57560975609756,73.77804878048781,
146,"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.6609268292683,65.14309756097563,65.61578048780488,66.07746341463415,66.52819512195123,66.96746341463415,67.39426829268294,67.81112195121953,68.21851219512196,68.61641463414634,69.00536585365855,69.38682926829269,69.75982926829269,70.12434146341464,70.4818536585366,70.83139024390245,71.1739512195122,71.50900000000001,71.83658536585367,72.15719512195123,72.47131707317072,72.77795121951219,73.07812195121952,73.37229268292684,73.6599756097561,73.94217073170734,74.2189024390244,74.49063414634148,74.75739024390245,75.01968292682929,75.27697560975611,75.53078048780489,75.77960975609757,76.02441463414635,76.26524390243902,76.50207317073172,76.73441463414633,76.96275609756098,77.18660975609757,77.4069756097561,77.62282926829269,77.83465853658537,78.04197560975611,78.24629268292684,78.44812195121952,78.64902439024391,78.85156097560976,79.05726829268293,79.26614634146343,79.47770731707318,79.6929512195122,79.9098292682927,80.1277804878049,
147,St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,73.21951219512195,72.76829268292684,72.91951219512197,72.66829268292683,73.51951219512196,73.67073170731709,74.27073170731708,74.32195121951221,74.5219512195122,75.92439024390245,75.42439024390245,75.57317073170734,75.8219512195122,75.97073170731709,76.17073170731709,76.37073170731708,76.5707317073171,76.77073170731708,76.97073170731707,77.17073170731707,77.37073170731709,77.57073170731708,77.72195121951219,77.87073170731708,78.0707317073171,78.2219512195122,78.37073170731709,78.5707317073171,78.7219512195122,78.87073170731708,79.0219512195122,
148,Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.44663414634147,48.864121951219516,49.28758536585366,49.714756097560986,50.142,50.56487804878049,50.9780487804878,51.381390243902445,51.77521951219513,52.160146341463424,52.53729268292683,52.903682926829276,53.266731707317085,53.63631707317074,54.02436585365854,54.44870731707318,54.93068292682927,55.47817073170733,56.09419512195122,56.77534146341464,57.51280487804879,58.29185365853659,59.091731707317074,59.88960975609756,60.66948780487805,61.42078048780488,62.138756097560986,62.82668292682928,63.48336585365853,64.10478048780489,64.68299999999999,65.21519512195123,65.70053658536587,66.14014634146342,66.53556097560976,66.88819512195123,67.19741463414636,67.47058536585367,67.71358536585366,67.93441463414635,68.13858536585367,68.33070731707318,68.51539024390244,68.69719512195122,68.88063414634148,69.07168292682927,69.27375609756098,69.48626829268292,69.70817073170731,69.93743902439024,70.17158536585366,70.40912195121953,70.64312195121951,
149,Mexico and Central America,MCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.812780487804886,62.17668292682928,62.54419512195122,62.914243902439026,63.28126829268293,63.63417073170732,63.95841463414635,64.2439756097561,64.48231707317073,64.67046341463416,64.80739024390243,64.89712195121953,64.95070731707318,64.97919512195122,64.98914634146342,64.98112195121952,64.94770731707318,64.89239024390245,64.82621951219514,64.76763414634146,64.75565853658537,64.83324390243902,65.0208292682927,65.31731707317074,65.70614634146342,66.14770731707318,66.5879024390244,66.97121951219512,67.25568292682928,67.42329268292684,67.46565853658537,67.39231707317073,67.24541463414634,67.06704878048782,66.88334146341464,66.7278292682927,66.62909756097562,66.59509756097562,66.63031707317074,66.73478048780488,66.898,67.10100000000001,67.31573170731708,67.52014634146342,67.70317073170732,67.8597317073171,67.99173170731707,68.11109756097561,68.22729268292683,68.34180487804879,68.45812195121952,68.57529268292684,68.69341463414635,
152,Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.974682926829274,40.45724390243903,40.93780487804878,41.414902439024395,41.89053658536585,42.36568292682927,42.84282926829268,43.3239268292683,43.808975609756104,44.29548780487806,44.78241463414635,45.26734146341464,45.746731707317075,46.21614634146342,46.67153658536586,47.11143902439025,47.53780487804878,47.94960975609757,48.34136585365855,48.70907317073171,49.030756097560975,49.284926829268294,49.465634146341465,49.58136585365854,49.65212195121953,49.710317073170735,49.79487804878049,49.94326829268293,50.1849756097561,50.53604878048782,51.00809756097562,51.59824390243902,52.28012195121952,53.02280487804879,53.807292682926835,54.614048780487806,55.42700000000001,56.23351219512195,57.02043902439025,57.77173170731708,58.472804878048784,59.11360975609757,59.69917073170732,60.235512195121956,60.72870731707318,61.18678048780489,61.62236585365854,62.04800000000001,62.474756097560984,62.90765853658537,63.34973170731708,63.7989024390244,64.24863414634147,
153,Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.85960975609757,36.499804878048785,37.213487804878056,37.998170731707326,38.84231707317073,39.728902439024395,40.63941463414635,41.55336585365854,42.45280487804878,43.32629268292684,44.162926829268294,44.95831707317074,45.72404878048781,46.47358536585366,47.21439024390244,47.966341463414636,48.746780487804884,49.567048780487816,50.43048780487805,51.33307317073171,52.26080487804878,53.19331707317074,54.10819512195123,54.98997560975611,55.83458536585367,56.64375609756098,57.42965853658537,58.209634146341465,58.99668292682927,59.795926829268296,60.60426829268293,61.413243902439035,62.215780487804885,63.00960975609757,63.80326829268294,64.6169024390244,65.47697560975611,66.39648780487805,67.37665853658537,68.40607317073172,69.46160975609756,70.5118536585366,71.52341463414635,72.46621951219512,73.32380487804879,74.08456097560978,74.74960975609756,75.33743902439026,75.86709756097562,76.34641463414636,76.78631707317074,77.1928780487805,77.5738292682927,
154,Middle East & North Africa (all income levels),MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.63465288470157,47.75752320552385,48.37506810504327,48.4908726950034,49.09429759947755,49.68938168086335,50.73198018747009,51.278395197675614,51.81157603449827,52.35201074048271,52.91625076750343,53.519790994418514,54.13843979348458,54.828509385565745,55.528672329652174,56.232626174428646,56.904613216005174,57.48813159207389,57.99946708301472,58.445319685077145,58.85960997676088,59.29098598723632,59.77655531478923,60.367029629253295,61.05490941906755,61.83561803880461,62.66397848314619,63.513907163538356,64.31161621581754,65.10382579627506,65.86173702897972,66.46297754710953,66.9411818463659,67.41653225645726,67.83730087039723,68.2399045444351,68.57924898798157,68.8773692553851,69.14955069467506,69.42116153934755,69.6659273020574,69.90560572614909,70.11928823399933,70.32086973268619,70.52945067600336,70.72401026194383,71.0276873525893,71.23013778940496,71.34695901333143,71.56136788942636,71.77108329800599,71.98005392263771,72.1873028598878,
